,topic_id,translated_raw,refine_raw
3673,6865,"Need a Commented example for W5500 Http Client I recommend to refer this project. It is similar to W5500.
https://github.com/Wiznet/W7500/tree/master/W7500x_Library_Examples/Projects/Peripheral_Examples/WZTOE/httpClient Sorry for Late Response but I will check and Tell next Story. ThanQ by the way. I would be Helpful if the Link for that is Available. Actually I am Working in Non-OS environment and that On 16bit Controller I have Started With Static IP . Thanks for the Help it is Working. Hello V_Pan, I need to communicate the w5500  with the SMTP32 to use from the program this IP and call to the SMTP32 Program from other devices through the IP (W5500), could u tell me any example?

(SOCKET CLIENT)--> NETWORK --> [W5500]---[STMP32](SOCKET SERVER)

How could I do this?

Thanks sorry for the delay i was sick.. I am Not able to understand your situation. i have PIC controller interface to W5500 module and i want it get configured itself(get its own DHCP-ip) that is what i have done . I am having some issue that at some router its gets ip but at some it does not . At my office location it works and gets IP but at my home it doesnot I'm very new on that, I want my stm32 to work as a multithread OS, with diferent adapters with their controllers. one of this controller is the w5500 to get an IP from the router. I couldn't succed with your PIC controller interfact to W5500. Is any example to see how to do it? Thanks Hello. Can you share an example of the implementation of the HTTP-client for the microcontroller PIC18F?","Q) Hello V_Pan, I need to communicate the w5500  with the SMTP32 to use from the program this IP and call to the SMTP32 Program from other devices through the IP (W5500), could u tell me any example?
A) (SOCKET CLIENT)--> NETWORK --> [W5500]---[STMP32](SOCKET SERVER)
How could I do this?

Q) I want my stm32 to work as a multithread OS, with different adapters with their controllers. one of this controllers is the w5500 to get an IP from the router. I couldn't succed with your PIC controller interface to W5500. Is any example to see how to do it?
A) I am Not able to understand your situation. i have PIC controller interface to W5500 module and i want it get configured itself (get its own DHCP-ip) that is what i have done . I am having some issue that at some router its gets ip but at some it does not . At my office location it works and gets IP but at my home it does not. 

Q) Can you share an example of the implementation of the HTTP-client for the microcontroller PIC18F?
A) Need a Commented example for W5500 Http Client. I recommend to refer this project. It is similar to W5500.
https://github.com/Wiznet/W7500/tree/master/W7500x_Library_Examples/Projects/Peripheral_Examples/WZTOE/httpClient

(Note: In the provided text, there are no non-response paragraphs and all the given paragraphs are either questions or answers.)"
3674,6867,"Hello!
I am doing a project based on ATmega640 and wi-fi module Wizfi220. I connected the module as follows: 1, 18, 31 and 48 pins - to GND; 9, 32, 33 and 34 pins - to +3.3V. Pin 42 (uart0_rx ) to tx avr, pin 40 (uart0_tx) to rx avr. The settings for the speed and frame format of the uart module and the microcontroller are the same (19200, 8n1), since I connected the module earlier through the usb-uart adapter and made its settings. Ultimately, I can?Ât raise the access point from the microcontroller, and the AT command doesn?Ât get me ""OK"", but some kind of garbage. The only message I get from the wi-fi module - [ERROR].

Please share your tips and thoughts. Sorry for google translator, i don't speak english.

Update: I apologize, I hurried a little with the creation of the topic. Before you start sending commands from the microcontroller to the wi-fi module, you need to reset it (low level on pin 35 for half a second). And then you need to raise the level on the pin, and you can send at commands! Thanks for sharing your experiences :)","Q) I connected the Wi-Fi module Wizfi220 to the ATmega640, but I can't raise the access point or get the ""OK"" response from the AT command. The only message I receive from the Wi-Fi module is [ERROR]. Any tips and thoughts?
A) Before sending commands from the microcontroller to the Wi-Fi module, you need to reset it by setting a low level on pin 35 for half a second. Then, raise the level on the pin before sending AT commands. Thank you for sharing your experiences!"
3675,687,"Hi:
I am now working in multi bridge mode. I try to restart AP, but wiz630 didn't reconnect with the AP. After that i manually restart wiz630, the connection regenerated. Is there any solution that I don't need to restart 630, and it auto reconnect with the AP after connection lost. Hi

I did test about this issue. But WizFi630 could operate well.
Please check the difference between my environment and yours.

My Test Environment is as below. 

WizFi630's Firmware version is <1.1.29(20131112)> and operate Multi-Bridge Mode.
After connecting to AP, I try to turn off AP(model : IpTimeN604M) and then I check wi-fi status using <QP> command. WizFi630 did output <S0>. it means disconnected with AP.

After 10 minute, I try to turn on AP and then I did check wi-fi status using <QP> command. WizFi630 did output <S1_WiznetKaizen_0026667B9DB0_7_150_46>. It means that WizFi630 reconnected to AP well.

I will send 1.1.29 firmware via your e-mail. maybe you don't have it.","Q) Is there any solution that I don't need to restart WizFi630, and it auto reconnect with the AP after connection lost?
A) I did test about this issue. But WizFi630 could operate well. Please check the difference between my environment and yours. My Test Environment is as below.

Q) What is your WizFi630's Firmware version and how do you operate Multi-Bridge Mode?
A) WizFi630's Firmware version is <1.1.29(20131112)> and operate Multi-Bridge Mode. After connecting to AP, I try to turn off AP(model : IpTimeN604M) and then I check wi-fi status using <QP> command. WizFi630 did output <S0>, which means disconnected with AP. After 10 minutes, I try to turn on AP and then I did check wi-fi status using <QP> command. WizFi630 did output <S1_WiznetKaizen_0026667B9DB0_7_150_46>. It means that WizFi630 reconnected to AP well. I will send 1.1.29 firmware via your e-mail. Maybe you don't have it."
3676,6871,"Hello there, I am using the W5500 chip in a project where i need to implement SSDP device discovery. It appear that I have trouble receiving the neccesary Multicast frames on the W5500.
I am working with the standard Wiznet driver and other functionality i tested so far is fine.
To receive the multicast frames i opened a normal UDP socket after setting SIPR and SHAR to the relevant addresses. I first tried the multicast IP and MAC reserved for SSDP (MAC 01:00:5E:FF:FF:FA and IP 239.255.255.250. ), but no luck there. Subsequently i did the exact same test with addresses from a example from the forum (MAC 01:00:5E:01:01:0B and IP 211.1.1.11. ). This works correctly. So my question is: how can i listen to the specific multicast address for SSDP? Regards and thanx in advance. In my earlier post I gave an erroneous MAC. It should be 01:00:5E:7F:FF:FA. That is the one I actually used. As said: it doesn't work. Any help would be appreciated.
I also found a post telling me to write the multicast addresses to DHAR and DIPR. Also tried that, though it seems an odd thing to do for setting up frame reception. Anyway, that too does not work. Calling the recv_from function just locks the processor up. It probably gets stuck in a loop. Please advise.... Yes I did, and i read back the Sn_MR register to be shure of it's contents, being 0x82. And I also did this before opening the socket. Code looks like this (using standard Wiznet driver):

initialization:

for (i=0;i<6;i++) {NetInfo.mac[i] = src_mac_addr[i];}	// set SHAR              
for (i=0;i<4;i++) {NetInfo.ip[i] = src_ip[i];}		// set SIPR						
for (i=0;i<4;i++) {NetInfo.sn[i] = subnet[i];}
for (i=0;i<4;i++) {NetInfo.gw[i] = gateway[i];}
for (i=0;i<4;i++) {NetInfo.dns[i] = dns_srv[i];}
NetInfo.dhcp = NETINFO_STATIC;  
                
wizchip_setnetinfo(&NetInfo);  //

sdata2 = socket(1, Sn_MR_UDP, 3000, (SF_MULTI_ENABLE));  // UDP multicast


receive data in loop:

Rlength = recvfrom(1, Rbuf, 200, src_ip, RecPort);      //
     
           if ((0 < Rlength) && (Rlength < 1500))       
                {  
                uint8_t i;
                
                for (i=0;i<Rlength;i++) 
                    {
                    sdata2 = Rbuf[i];
                    putchar(sdata2);  
                    }
                    
                putchar(Rlength); 
                Rlength = 0;  
                
                sdata2 = *RecPort & 0x00FF;
                putchar(sdata2);
                sdata2 = ((*RecPort & 0xFF00) >> 8);        
                putchar(sdata2);
                } Sloppy programming caused me to use the variable src_ip to store the incoming ip address in the recvfrom function, sorry for that; it works becaue this variable is not reused after initialization, but after creating a seperate variable forthe incoming ip address it should be:

//receive data in loop:

 Rlength = recvfrom(1, Rbuf, 200, inc_ip, RecPort);      //
     
           if ((0 < Rlength) && (Rlength < 1500))       
                {  
                uint8_t i;
                
                for (i=0;i<Rlength;i++) 
                    {
                    sdata2 = Rbuf[i];
                    putchar(sdata2);  
                    }
                    
                putchar(Rlength); 
                Rlength = 0;  
                
                sdata2 = *RecPort & 0x00FF;
                putchar(sdata2);
                sdata2 = ((*RecPort & 0xFF00) >> 8);        
                putchar(sdata2);   
                
                sdata2 = inc_ip[0];   putchar(sdata2);  
                sdata2 = inc_ip[1];   putchar(sdata2);
                sdata2 = inc_ip[2];   putchar(sdata2);
                sdata2 = inc_ip[3];   putchar(sdata2);

                } But still no clue on how to receive SSDP multicast frames........
Maybe a code example based on your driver? Hi Becky,

i still have no clue on how to receive SSDP multicast messages with the W5500. As far as i can tell, the chip will perfectly receive regular UDP messages, but any attempt to receive something in the specific multicast IP ranges will not work. I posted the code i used (departing from the Wiznet driver) on the forum and asked for a reaction, but got no reaction so far. I have set the multicast bit in the socket mode register but to no avail.

Please take a look and comment on my approach. I can find no other sources from users that actually used the designated multicast IP ranges.

Is it possible at all in the W5500?

Merry Xmas by the way...... Hi Becky,

i have set up the chip for multicast traffic in the way you indicated. I can read back the DIPR, DHAR, PORT and DPORT values after opening the socket, as well as the correct snMR value for UDP multicast.

I have tried to read incoming multicast messages using the **recvfrom** function that comes with the Wiznet driver, but any call of this function will lock up the firmware immediately. It appears that everything gets stuck in the recvfrom function, probably in a loop.

Is the recvfrom function suitable for receiving multicast data? I figured this would be the case because this particular function is the normal way to receive UDP data.

I also re-evaluated the example from WizWiki: [http://wizwiki.net/wiki/doku.php?id=products:w5500:application:udp_function#multicast](http://wizwiki.net/wiki/doku.php?id=products:w5500:application:udp_function#multicast)

This doesn't work either, but if I write the addresses to SHAR and SIPR instead of DHAR and DIPR, reception is normal. I think that in this particular example the given IP address is outside the normal multicast IP range. If i try the same trick with the multicast addresses for SSDP, it won't work.

Can you please elaborate on how to actually read incoming data in multicast mode? As far as i can see, the recvfrom function is not the way to do it.

Thanks, Ruud. Thanx Becky. I had missed the code example on Github, so please ignore my last question. I will have time to play with this by the end of the week and i will keep you informed","Q) how can I listen to the specific multicast address for SSDP? Regards and thanx in advance. 
Q) Maybe a code example based on your driver? 
Q) Is it possible at all in the W5500? 
Q) Is the recvfrom function suitable for receiving multicast data? 
Q) Can you please elaborate on how to actually read incoming data in multicast mode? As far as i can see, the recvfrom function is not the way to do it. 

A) Hi Becky, i still have no clue on how to receive SSDP multicast messages with the W5500. As far as i can tell, the chip will perfectly receive regular UDP messages, but any attempt to receive something in the specific multicast IP ranges will not work. I have set the multicast bit in the socket mode register but to no avail. I posted the code i used (departing from the Wiznet driver) on the forum and asked for a reaction, but got no reaction so far. I have set up the chip for multicast traffic in the way you indicated. I can read back the DIPR, DHAR, PORT and DPORT values after opening the socket, as well as the correct snMR value for UDP multicast. I have tried to read incoming multicast messages using the **recvfrom** function that comes with the Wiznet driver, but any call of this function will lock up the firmware immediately. It appears that everything gets stuck in the recvfrom function, probably in a loop. This doesn't work either, but if I write the addresses to SHAR and SIPR instead of DHAR and DIPR, reception is normal. I think that in this particular example the given IP address is outside the normal multicast IP range. If i try the same trick with the multicast addresses for SSDP, it won't work. I had missed the code example on Github, so please ignore my last question. I will have time to play with this by the end of the week and i will keep you informed."
3677,6875,"[WIZ550IO]
-----------
hello
There was a Korean Forum haha I was embarrassed to post it in Korean in the English Forum.

I would like to contact you about access.
The module is implemented in server and is being controlled by SPI.

Powered in for the first time, or
If you repeat the connection and disconnection, it functions normally.

By the way, after taking the LAN cable in the connection state,
Even if you perform connections and breaks, it will not be connected at all.
You have to turn on the module to connect.

I want to improve this
Even after taking the LAN cable again and again
How can Ethernet be connected while the module is turned on?

The module is implemented as a server, and the UI is set as a client and is being inspected.
I think there will be a function supported by the module, but I haven't found it yet.
Please help.

There is one more thing.
I changed the IP
It is also possible to connect from the UI only when the power is also available.
The PC you are using is Windows 10.
Please help.

thank you

Han Jung Soo Dream Thank you for your answer.

I lacked a lot of explanation.

The client is a test that takes away the LAN in the same state and then reconnects.

In other words, it is a case where you take the LAN line of A while maintaining the connection and the connection, and then reconnect the LAN line of A after a while.

Can I use the E Keep Alive feature?

And if you explain (a-> b), it will be done in the following order.

Please help.

thank you

Han Jung Soo Dream Even if the client is the same, the module is maintaining the connection, so it does not respond to the new connection.
You can use the Keep Alive function.
However, if the timeout is caused by the Keep Alive, the LAN line must be pulled out more than 30 seconds.
It is time for RCR and RTR and can be changed. hello

As I mentioned, the Keepalive settings allows the module to wait longer to replay the client.

However, not only the module side but also the communicating partner needs to check whether the Keepalive is set.

If you have the same problem even though you have increased time, you must set up Keepalive.


thank you","Q) I would like to improve the module so that even after taking the LAN cable again and again, Ethernet can be connected while the module is turned on. Is there a solution for this? 
A) Even if the client is the same, the module is maintaining the connection, so it does not respond to the new connection. You can use the Keep Alive function. However, if the timeout is caused by the Keep Alive, the LAN line must be pulled out for more than 30 seconds. It is time for RCR and RTR and can be changed. 

Q) Can I use the E Keep Alive feature to maintain the connection while taking away and reconnecting the LAN line? 
A) You can use the Keep Alive function. However, if the timeout is caused by the Keep Alive, the LAN line must be pulled out for more than 30 seconds. 

Q) How can Ethernet be connected while the module is turned on, even after taking the LAN cable again and again? 
A) If the timeout is caused by the Keep Alive, the LAN line must be pulled out for more than 30 seconds. 

Q) And if you explain (a-> b), it will be done in the following order. 
A) As I mentioned, the Keepalive settings allow the module to wait longer to replay the client. However, not only the module side but also the communicating partner needs to check whether the Keepalive is set. If you have the same problem even though you have increased time, you must set up Keepalive."
3678,6877,"Hello and thanks for making such great products! I'm using STM32F103C8T7 processor connected to WIZ850io module. I am running a test program that sends a short UDP message every second. After approximately an hour,  the socket stops sending. Once failed, the Interrupt (IR) register contains 0x0. When successful the IR register contains 0x10. Retrying the send fails, and I cannot send again until after I reset the 850io module. I have tested the program on an Adruino Uno with Ethernet Shield (W5500) and it runs fine. Any assistance appreciated. If there is a way to restart sending without reset that would be great too. Thanks again, WG hi, indridkold

there are two interrupt registers, common IR and socket Sn_IR.
Do you mean common IR register ?

If it is common IR, 0x10 bit is magic packet bit. It means you turned on WOL mode and WIZ550io received magic packet.

And if it is socket Sn_IR, the interrupt bits should be 0x00. (if there is no timeout and recv)

so... only with Interrupt, it is hard to find the reason.

Could you check  getSn_CR(sn)  after  setSn_CR(sn,Sn_CR_SEND)  in sendto() ? Additional... For testing I setup an old Arduino Uno with an Ethernet Shield 2. UDP transmit on the UNO and Shield has run for over 24 hrs with no failure. Could there be a firmware issue? Both the WIZ850io and the Shield 2 use the W5500 chip, but multiple WIZ850io units fail within minutes. Is there firmware on the W5500 that can be updated? Thanks again for any assistance, WG First,
If you connected like arduino ethernet shield using wiz850io, you can use the arduino ethernet shield library.

If you use the UDP protocol, it may be data loss.
Also, if Sn_MR(P[3:0]) is not TCP mode(??001??, it is automatically calculated as the
difference between ?ÂSocket n TX Write Pointer (Sn_TX_WR)??and ?ÂSocket n TX Read
Pointer (Sn_TX_RD)??  

Please refer the Sn_TX_WR and Sn_TX_RD in datasheet. Hello, we're still having problems with reliability. Regarding socket 0 register values you asked about previously, 

After the send is successful??

SnCR = 0x0

SnIR = 0x10

After the send fails??

SnCR = 0x0

SnIR = 0x0

Are there any other registers we can check? The socket will not even respond to ping request after failing to send. Any assistance appreciated,
Thanks,
IK","Q) After the send is successful?
SnCR = 0x0
SnIR = 0x10
After the send fails??
SnCR = 0x0
SnIR = 0x0
Are there any other registers we can check? The socket will not even respond to ping request after failing to send. Any assistance appreciated, Thanks, IK

A) If you connected like arduino ethernet shield using wiz850io, you can use the arduino ethernet shield library. If you use the UDP protocol, it may be data loss. Also, if Sn_MR(P[3:0]) is not TCP mode(??001??, it is automatically calculated as the difference between ?ÂSocket n TX Write Pointer (Sn_TX_WR)??and ?ÂSocket n TX Read Pointer (Sn_TX_RD)?? Please refer the Sn_TX_WR and Sn_TX_RD in datasheet."
3679,688,"The subject says it all. Hi,
We don't provide an altium library.
Anyone who have an altium library can help me and RallayTronics.

Thank you.","Q) Anyone who have an altium library can help me and RallayTronics?
A) We don't provide an altium library."
3680,6883,"https://en.wikipedia.org/wiki/Death_by_coconut ;) That?Âs :sparkles: _emojitastic!_ :sparkles:

Sometimes you might want to get a person?Âs attention, even if you aren?Ât replying to them directly. Type `@` then complete their user name to mention them.

Can you mention **`@discobot`** in your reply? @discobot is awesome _Did someone say my name!?_ :raised_hand: I believe you did! :wave: Well, here I am! Thanks for mentioning me. :ok_hand:

Can you make some words **bold** or _italic_ in your reply?

- type `**bold**` or `_italic_`

- or, push the <kbd><b>B</b></kbd> or <kbd><i>I</i></kbd> buttons in the editor By *all* means Great job! HTML and BBCode also work for formatting ? to learn more, [try this tutorial](http://commonmark.org/help) :nerd:

Can you try quoting me when you reply, so I know exactly which part you?Âre replying to?

> If this is coffee, please bring me some tea; but if this is tea, please bring me some coffee.
>
> One advantage of talking to yourself is that you know at least somebody?Âs listening.
>
> Some people have a way with words, and other people??oh, uh, not have way.

Select the text of whichever &uarr; quote you prefer, and then press the **Quote** button that pops up over your selection ? or the **Reply** button at the bottom of this post.

Below the quote, type a word or two about why you picked that one, because I?Âm curious :thinking: [quote=""discobot, post:10, topic:6883""]
One advantage of talking to yourself is that you know at least somebody?Âs listening.
[/quote]

indeed https://forum.wiznet.io/u/John_Hentges :herb: Yay you found it :tada:

- For more detailed searches, head over to the [full search page](https://forum.wiznet.io/search).

- To jump anywhere in a long discussion, try the topic timeline controls on the right (and bottom, on mobile).

- If you have a physical :keyboard:, press <kbd>?</kbd> to view our handy keyboard shortcuts.","Q) Can you mention **`@discobot`** in your reply?
A) @discobot is awesome _Did someone say my name!?_ :raised_hand: I believe you did! :wave: Well, here I am! Thanks for mentioning me. :ok_hand:

Q) Can you make some words **bold** or _italic_ in your reply?
A) - type `**bold**` or `_italic_`
   - or, push the <kbd><b>B</b></kbd> or <kbd><i>I</i></kbd> buttons in the editor
   By *all* means Great job! HTML and BBCode also work for formatting ? to learn more, [try this tutorial](http://commonmark.org/help) :nerd:

Q) Can you try quoting me when you reply, so I know exactly which part you?Âre replying to?
A) [quote=""discobot, post:10, topic:6883""]
One advantage of talking to yourself is that you know at least somebody?Âs listening.
[/quote]"
3681,6884,"XDATA around 0x42A6 is being corrupted during user_flash_read(), user_flash_write(), setSIPR(), setGAR(), setSUBR(), or setSHAR().

Presumably during do_isp(), which user_flash_* calls.

This was overwriting a 2-byte array ""byte foo[2]={0xff,0xff};"" with 0x00, 0x00.
I masked the problem by moving variables to DATA from XDATA, but need to understand the root cause.

Any thoughts? I'll check this issue from the person in charge.

    Please understand that there will be a delay in response due to the Christmas, and New Year holidays.
    Thank you for your patience and we will get back to your questions ASAP.
    Sincerely, In my private opinion,I want you don't use the standard printf function.
I suspect that the stack is broken because of the printf function. 
So, I recommend that you don't use the printf function and try again.
Reference link for printf(C51): [C51: WHY NUMBER OF BYTES PASSED TO PRINTF IS LIMITED](http://www.keil.com/support/docs/867.htm)","Q) Any thoughts? I'll check this issue from the person in charge.
A) I suspect that the stack is broken because of the printf function. So, I recommend that you don't use the printf function and try again.

Q) Please understand that there will be a delay in response due to the Christmas, and New Year holidays. Thank you for your patience and we will get back to your questions ASAP.
A) None.

Q) Sincerely, In my private opinion, I want you don't use the standard printf function.
A) None."
3682,6888,"?Â¹Ã¬ÂÂ ?Â¬Ã¬ÂÂ©?ÂÃ«ÂÂ Configuration ToolÃ«Â²ÂÃ¬Â ÂÃªÂ³?WIZ550S2E firmware  Ã«Â²ÂÃ¬Â Â???ÂÃ«Â Â¤Ã¬Â£Â¼Ã¬ÂÂÃªÂ¸?Ã«Â°ÂÃ«ÂÂ?ÂÃ«ÂÂ¤.
?Â´Ã¬Â ÂÃ«Â²ÂÃ¬Â Â??Configuration Tool?? ?ÂÃ­ÂÂ??firmware???Â°Ã«ÂÂ¼ ?Â¤Ã«????ÂÃ¬ÂÂµ?ÂÃ«ÂÂ¤.
?ÂÃ¬ÂÂ¬Ã«Â²ÂÃ¬Â Â??configuration tool ?? ?ÂµÃ­ÂÂ©??Ã«Â²ÂÃ¬Â Â?Â¼Ã«Â¡Â WIZ550S2E firmwareÃªÂ³Â¼Ã«ÂÂ ?ÂÃª??ÂÃ¬ÂÂ´ ?ÂÃ¬ÂÂ?Â©Ã«ÂÂ?? hello.

The firmware version information can be found at the bottom of the Configuration Tool.
However, if the values set on the right side of the Tool do not appear, the firmware information may not be provided.

If the firmware version of the module is v1.3.0 or more, you can use the latest version of Tool, but if not, you must use the Configuration Tool, which is compatible with the F/W version.

Please refer to the table below for version information.

| Module F/W Version | config Tool Version |
| --- | --- |
| V1.0.3 | V1.0.3 |
| V1.3.0 (MQTT VER) | V1.3.1 |
| V1.4.0 (modbus ver) | V1.3.1 |

First of all, please refer to the page below to proceed with the firmware update.
-Https://github.com/wiznet/wiz550s2e#Firmware

After the update progresses, you need to initialize the Factory Reset button for more than 5 seconds.","Q)  What is the firmware version information found at the bottom of the Configuration Tool? 
Q)  What should be done if the values set on the right side of the tool do not appear? 
Q)  Which Configuration Tool version should be used for the module firmware v1.3.0 or more?
A) The firmware version information can be found at the bottom of the Configuration Tool. If the values set on the right side of the tool do not appear, the firmware information may not be provided. If the firmware version of the module is v1.3.0 or more, you can use the latest version of the Tool, but if not, you must use the Configuration Tool, which is compatible with the F/W version."
